Sample,AC_RED,AC_IR,AC_GREEN,Pressure
13,0.01681,-0.091748,-0.578285,79.738787
14,0.024705,-0.096354,-0.585193,80.109158
15,0.031942,-0.09767,-0.582891,80.094913
16,0.00102,-0.131224,-0.613155,80.222525
17,-0.003915,-0.139777,-0.619735,80.246267
18,0.002664,-0.137474,-0.61184,80.291376
19,0.02931,-0.102275,-0.596378,80.487245
0,0.030297,-0.103262,-0.596707,80.51158
1,0.033258,-0.095696,-0.59276,80.714572
2,0.005954,-0.115763,-0.622366,80.722882
3,-0.000625,-0.122671,-0.622366,80.787578
4,-0.001283,-0.115434,-0.620064,80.864738
5,0.022402,-0.085498,-0.593747,81.074259
6,0.035561,-0.079577,-0.585851,80.942492
7,0.022731,-0.089445,-0.579601,81.225612
8,-0.006876,-0.111157,-0.610195,81.309302
9,-0.016087,-0.125631,-0.622037,81.404862
10,-0.024311,-0.126947,-0.619077,81.317612
11,-0.002928,-0.11346,-0.593747,81.366876
12,0.004638,-0.114118,-0.58947,81.540784
13,0.008586,-0.111157,-0.587496,81.716473
14,-0.009836,-0.142738,-0.61184,81.697479
15,-0.022995,-0.155567,-0.615458,82.026895
16,-0.014771,-0.160831,-0.625656,81.768111
17,0.00398,-0.144711,-0.60526,81.689763
18,0.012204,-0.126289,-0.600984,82.048263
19,0.017468,-0.12925,-0.594076,82.138482
0,-0.004244,-0.146685,-0.620064,82.209113
1,-0.014442,-0.143395,-0.629275,82.496982
2,-0.019047,-0.147672,-0.622695,82.406763
3,-0.020034,-0.146027,-0.59276,82.536749
4,0.016481,-0.113789,-0.593747,82.403202
5,0.022402,-0.114776,-0.586509,82.686322
6,0.022402,-0.114118,-0.590457,82.656051
7,-0.016087,-0.155238,-0.615787,82.822243
8,-0.019376,-0.165436,-0.619735,82.921365
9,-0.021679,-0.169713,-0.61809,82.940358
10,0.014178,-0.151291,-0.598023,83.089337
11,0.022402,-0.162146,-0.59276,83.032357
12,0.0326,-0.16741,-0.603944,83.175995
13,0.005954,-0.204254,-0.621708,83.415786
14,0.004638,-0.208201,-0.624998,83.251375
15,0.001348,-0.223334,-0.634867,83.402728
16,0.03589,-0.197345,-0.613484,83.574856
17,0.043456,-0.188135,-0.610853,83.603346
18,0.035561,-0.187477,-0.610524,83.499476
19,0.016152,-0.210175,-0.634209,83.763602
0,0.005296,-0.206885,-0.647697,84.045535
1,0.005954,-0.20557,-0.644736,83.877562
2,0.029968,-0.181884,-0.625656,84.065716
3,0.046088,-0.171028,-0.610195,84.14525
4,0.04839,-0.168068,-0.612826,84.094206
5,0.012533,-0.204583,-0.632235,84.309662
6,3.26E-05,-0.215438,-0.64671,84.35299
7,0.006941,-0.225307,-0.647039,84.507905
8,0.021415,-0.206228,-0.625656,84.409377
9,0.040495,-0.200306,-0.62434,84.53046
10,0.04543,-0.202938,-0.618419,84.505531
11,0.030297,-0.227939,-0.645065,84.54886
12,0.015165,-0.23715,-0.649999,84.688342
13,0.015165,-0.248006,-0.654276,84.923979
14,0.022073,-0.245703,-0.655921,84.895489
15,0.054312,-0.214123,-0.634209,84.963746
16,0.053983,-0.20557,-0.623682,85.170299
17,0.057272,-0.203267,-0.637828,85.180983
18,0.031613,-0.21807,-0.65625,85.274763
19,0.02635,-0.218728,-0.659868,85.379226
0,0.033258,-0.219057,-0.664474,85.573908
1,0.069444,-0.188135,-0.623024,85.297317
2,0.069444,-0.179252,-0.62434,85.697365
3,0.069773,-0.190108,-0.615458,85.985233
4,0.035561,-0.211491,-0.655263,85.801829
5,0.028981,-0.223005,-0.661513,85.818448
6,0.027008,-0.226623,-0.65296,85.933595
7,0.06418,-0.20557,-0.631248,85.834474
8,0.071418,-0.203596,-0.628617,86.006007
9,0.073391,-0.209846,-0.634209,86.240457
10,0.054312,-0.242413,-0.655592,86.359166
11,0.050364,-0.249322,-0.662171,86.430984
12,0.052667,-0.25623,-0.659868,86.302779
13,0.076681,-0.228597,-0.63717,86.443449
14,0.082602,-0.223005,-0.630262,86.470752
15,0.08655,-0.213465,-0.639801,86.667214
16,0.061878,-0.226623,-0.656908,86.759807
17,0.049377,-0.232874,-0.669079,86.756839
18,0.05168,-0.23386,-0.667434,87.002566
19,0.065496,-0.204912,-0.649341,87.287467
0,0.079971,-0.194385,-0.631906,87.201403
1,0.092471,-0.194056,-0.618419,87.296963
2,0.051351,-0.214781,-0.646052,87.26788
3,0.040495,-0.233203,-0.659868,87.441788
4,0.030955,-0.236492,-0.664145,87.374124
5,0.033916,-0.2309,-0.660855,87.604419
6,0.059575,-0.209517,-0.623682,87.541503
7,0.076681,-0.214452,-0.631906,87.705915
8,0.062865,-0.220373,-0.634538,87.771798
9,0.040495,-0.245045,-0.650657,87.914248
10,0.043785,-0.249322,-0.653618,87.997938
11,0.046416,-0.259191,-0.654276,87.914248
12,0.073391,-0.222018,-0.62434,88.251974
13,0.086221,-0.214123,-0.629933,88.31667
14,0.096419,-0.198661,-0.622695,88.264438
15,0.074378,-0.222018,-0.644078,88.32498
16,0.071089,-0.223663,-0.645723,88.480488
17,0.075694,-0.223992,-0.649012,88.593855
18,0.114183,-0.188135,-0.61809,88.904278
19,0.139184,-0.177937,-0.603944,88.476333
0,0.140171,-0.183529,-0.601971,88.769544
1,0.12767,-0.213136,-0.620722,88.863917
2,0.122736,-0.218399,-0.632893,88.870446
3,0.12767,-0.217083,-0.629604,88.936923
4,0.167804,-0.195043,-0.599668,89.150005
5,0.189516,-0.184187,-0.598681,89.187991
6,0.199384,-0.19274,-0.599997,89.384454
7,0.184581,-0.217083,-0.618748,89.532246
8,0.175041,-0.232216,-0.630919,89.462208
9,0.183265,-0.22761,-0.634209,89.661045
10,0.213859,-0.209517,-0.617432,89.679445
11,0.215504,-0.197674,-0.609208,89.71387
12,0.22307,-0.187477,-0.61184,90.021919
13,0.186226,-0.194385,-0.636841,90.060499
14,0.192476,-0.204912,-0.640788,90.14597
15,0.179647,-0.199648,-0.64342,90.23322
16,0.185897,-0.196359,-0.652631,90.253401
17,0.220438,-0.168068,-0.613484,90.357865
18,0.213201,-0.165765,-0.610524,90.217788
19,0.200371,-0.168068,-0.604273,90.567979
0,0.167804,-0.205241,-0.641446,90.573321
1,0.149711,-0.216754,-0.64671,90.733577
2,0.149053,-0.223005,-0.643091,90.887305
3,0.17537,-0.204912,-0.617103,90.953188
4,0.186884,-0.209188,-0.617432,90.939537
5,0.169449,-0.21807,-0.614142,91.068335
6,0.148395,-0.250309,-0.64671,91.060619
7,0.135237,-0.266099,-0.646052,91.108696
8,0.138526,-0.270375,-0.643749,91.324152
9,0.153659,-0.243071,-0.620064,91.417932
10,0.164185,-0.236492,-0.613813,91.576408
11,0.155632,-0.235834,-0.615458,91.508151
12,0.121091,-0.252282,-0.635525,91.777026
13,0.112209,-0.258204,-0.642433,91.768123
14,0.110235,-0.259191,-0.636841,91.878522
15,0.13096,-0.229913,-0.610524,92.010882
16,0.133592,-0.209188,-0.590786,92.155706
17,0.127013,-0.224649,-0.57368,92.249486
18,0.104643,-0.253269,-0.604273,92.548038
19,0.08326,-0.265112,-0.612497,92.451884
0,0.07372,-0.266757,-0.614471,92.584838
1,0.097077,-0.241098,-0.594404,92.578309
2,0.102011,-0.241427,-0.590786,92.721946
3,0.109248,-0.241427,-0.590786,92.8549
4,0.09609,-0.270704,-0.602629,93.193219
5,0.072405,-0.273994,-0.613813,92.988447
6,0.069444,-0.270375,-0.61809,92.967673
7,0.059575,-0.273994,-0.622037,93.295309
8,0.0803,-0.235176,-0.593418,93.143362
9,0.074378,-0.222347,-0.595391,93.400366
10,0.065496,-0.216754,-0.600655,93.414017
11,0.02931,-0.241427,-0.628617,93.63066
12,0.022731,-0.242742,-0.638815,93.604545
13,0.011875,-0.229584,-0.639472,93.627693
14,0.035561,-0.195372,-0.610195,93.849084
15,0.037534,-0.188463,-0.59572,93.808723
16,0.02306,-0.197345,-0.604273,93.846116
17,-0.021021,-0.230242,-0.625985,94.180281
18,-0.047996,-0.230242,-0.638486,94.052669
19,-0.054246,-0.232874,-0.630919,94.014683
0,-0.027929,-0.210175,-0.615787,94.29899
1,-0.022337,-0.208859,-0.611511,94.581516
2,-0.036811,-0.21807,-0.607234,94.567271
3,-0.063457,-0.239453,-0.633551,94.599323
4,-0.077932,-0.248006,-0.639144,94.747115
5,-0.080892,-0.246361,-0.644736,94.821901
6,-0.059181,-0.229584,-0.615458,94.709722
7,-0.055562,-0.208859,-0.612169,94.770263
8,-0.049312,-0.209517,-0.605918,95.119266
9,-0.073984,-0.218728,-0.629933,95.313948
10,-0.079577,-0.219715,-0.639472,95.401793
11,-0.086156,-0.216096,-0.647368,95.304452
12,-0.05951,-0.188135,-0.625985,95.320477
13,-0.050957,-0.16741,-0.594404,95.532372
14,-0.036811,-0.173002,-0.587825,95.670074
15,-0.04668,-0.200306,-0.614471,95.625558
16,-0.086814,-0.199977,-0.626643,95.682538
17,-0.091419,-0.206885,-0.63059,95.854072
18,-0.083853,-0.195701,-0.624011,96.045787
19,-0.040759,-0.171357,-0.604931,96.195953
0,-0.029903,-0.174647,-0.601313,96.055283
1,-0.03089,-0.168397,-0.600326,96.090302
2,-0.059839,-0.200964,-0.629275,96.588285
3,-0.058523,-0.203267,-0.634209,96.462454
4,-0.052273,-0.200964,-0.63059,96.440493
5,-0.021021,-0.16741,-0.61184,96.588285
6,-0.01181,-0.152606,-0.617761,96.699871
7,-0.001283,-0.13879,-0.621051,96.61262
8,-0.029245,-0.157541,-0.643749,97.007326
9,-0.02464,-0.15458,-0.649012,97.069055
10,-0.021679,-0.143067,-0.647039,96.959843
11,0.00398,-0.111157,-0.617761,96.972901
12,0.018455,-0.085169,-0.607563,97.264924
13,0.030626,-0.087801,-0.606905,97.3682
14,-0.007534,-0.120039,-0.634867,97.401439
15,-0.011152,-0.126947,-0.641446,97.571786
16,-0.012797,-0.122013,-0.642433,97.670907
17,0.017468,-0.102604,-0.613813,97.97124
18,0.038521,-0.092406,-0.604273,97.903576
19,0.040166,-0.097999,-0.6023,98.05671
0,0.031613,-0.115763,-0.631906,98.120813
1,0.031613,-0.121355,-0.629604,98.284631
2,0.034574,-0.12925,-0.632235,98.250799
3,0.060891,-0.107538,-0.613813,98.322024
4,0.073391,-0.087143,-0.600655,98.494151
5,0.079313,-0.076616,-0.587825,98.640757
6,0.083589,-0.064115,-0.619077,98.830097
7,0.060891,-0.086814,-0.613155,98.762433
8,0.058588,-0.082537,-0.611511,98.950586
9,0.067141,-0.070366,-0.612169,98.909632
10,0.107604,-0.036482,-0.569074,98.882329
11,0.116486,-0.025627,-0.558218,99.126275
12,0.112867,-0.032535,-0.559863,99.223616
13,0.092471,-0.066089,-0.584207,99.334608
14,0.078655,-0.073984,-0.580259,99.408801
15,0.092471,-0.073984,-0.572035,99.419485
16,0.119775,-0.050299,-0.542099,99.634941
17,0.134908,-0.051286,-0.531243,99.668179
18,0.1405,-0.055891,-0.522361,99.813004
19,0.129644,-0.079906,-0.542099,99.775017
0,0.128657,-0.086156,-0.546047,100.009467
1,0.133263,-0.095696,-0.532888,100.09375
2,0.168462,-0.063786,-0.509532,100.12224
3,0.17537,-0.04997,-0.493742,100.128769
4,0.1882,-0.050957,-0.490123,100.205929
5,0.167146,-0.067405,-0.499663,100.416044
6,0.166159,-0.066747,-0.507558,100.449875
7,0.166488,-0.060168,-0.503282,100.471837
8,0.195437,-0.034838,-0.468082,100.580455
9,0.21682,-0.019047,-0.445384,100.538313
10,0.227346,-0.016745,-0.434528,100.744273
11,0.196095,-0.035166,-0.455911,101.058257
12,0.188858,-0.048654,-0.457885,100.965664
13,0.189516,-0.052273,-0.449989,100.846362
14,0.219451,-0.020363,-0.42433,100.960322
15,0.236557,-0.020692,-0.402619,101.074283
16,0.250374,-0.020034,-0.406237,101.165688
17,0.253992,-0.015429,-0.39571,101.410228
18,0.228333,-0.044706,-0.417093,101.302203
19,0.238202,-0.047009,-0.412817,101.556833
0,0.248071,-0.050957,-0.40525,101.272526
1,0.281296,-0.013455,-0.375315,101.593039
2,0.285244,-0.001941,-0.371367,101.724806
3,0.299389,0.013191,-0.36742,101.704032
4,0.27702,-0.009507,-0.390118,101.832831
5,0.27702,0.002664,-0.393408,101.823927
6,0.288205,0.012204,-0.382552,101.939075
7,0.318469,0.041153,-0.348998,101.994274
8,0.336891,0.054312,-0.336168,102.055409
9,0.335575,0.053654,-0.322681,102.114763
10,0.31189,0.030297,-0.352287,102.205576
11,0.313206,0.030626,-0.350642,102.406787
12,0.317153,0.035232,-0.345708,102.412722
13,0.351037,0.059246,-0.314128,102.353961
14,0.359919,0.071089,-0.307548,102.431715
15,0.373735,0.074049,-0.307877,102.67032
16,0.3563,0.058588,-0.318404,102.590191
17,0.359261,0.052996,-0.323339,102.581288
18,0.369788,0.053654,-0.31972,102.585443
19,0.399065,0.0803,-0.289784,102.726706
0,0.410579,0.103656,-0.284521,102.777157
1,0.420448,0.113854,-0.279586,102.7641
2,0.403013,0.104314,-0.290113,102.721958
3,0.412224,0.101682,-0.29735,102.951659
4,0.405645,0.11517,-0.289455,102.944537
5,0.460581,0.139184,-0.270046,102.891711
6,0.456305,0.168791,-0.241098,103.015168
7,0.466503,0.160896,-0.223663,103.064432
8,0.463871,0.161883,-0.228926,103.100045
9,0.433606,0.13425,-0.255901,103.125567
10,0.437554,0.137539,-0.242413,103.158806
11,0.443146,0.142803,-0.23386,103.133877
12,0.482951,0.166159,-0.203267,103.31372
13,0.494794,0.165501,-0.189779,103.545202
14,0.49611,0.163856,-0.181555,103.434803
15,0.490188,0.137539,-0.18945,103.197386
16,0.482293,0.13425,-0.189121,103.508402
17,0.503018,0.141487,-0.17037,103.546389
18,0.524729,0.166488,-0.14504,103.689433
19,0.542822,0.184252,-0.127605,103.547576
0,0.551704,0.190174,-0.117407,103.8028
1,0.528348,0.17537,-0.126947,103.90667
2,0.529993,0.173725,-0.112473,103.855625
3,0.528019,0.190174,-0.098656,103.720891
4,0.568481,0.215504,-0.063128,103.780839
5,0.579008,0.234255,-0.037469,103.931599
6,0.580324,0.228004,-0.023982,103.869276
7,0.556639,0.203661,-0.039443,103.942282
8,0.559928,0.199384,-0.039443,104.499026
9,0.552691,0.203003,-0.031219,104.253892
10,0.588219,0.218464,0.004967,104.078204
11,0.605983,0.228991,0.017797,104.139339
12,0.621774,0.233926,0.030626,104.258641
13,0.595456,0.206622,0.005625,104.296627
14,0.598417,0.19445,0.009573,104.337582
15,0.604996,0.189187,0.011546,104.38744
16,0.616839,0.193134,0.044443,104.291286
17,0.65138,0.228333,0.043785,104.392781
18,0.662236,0.23886,0.044114,104.349453
19,0.66421,0.252348,0.053325,104.339363
0,0.643156,0.228004,0.026679,104.423052
1,0.64842,0.23261,0.027666,104.501993
2,0.663223,0.242479,0.033916,104.589838
3,0.696777,0.280967,0.077997,104.615954
4,0.713883,0.298074,0.08326,104.614173
5,0.711252,0.29906,0.078655,104.501993
6,0.684935,0.267809,0.055627,104.948338
7,0.681645,0.27077,0.057272,104.811229
8,0.693488,0.281954,0.05497,104.610018
9,0.723752,0.300047,0.084576,104.875332
10,0.741516,0.309258,0.095761,104.813603
11,0.755004,0.310245,0.097735,104.794016
12,0.735924,0.295442,0.080629,104.630199
13,0.744148,0.289849,0.072734,104.839126
14,0.748096,0.300376,0.077339,104.883641
15,0.786255,0.328996,0.106288,104.759591
16,0.794808,0.349063,0.112209,104.979202
17,0.80369,0.366498,0.10892,104.731101
18,0.786584,0.34676,0.09609,105.125213
19,0.791848,0.348076,0.084576,104.982763
0,0.802374,0.358932,0.093129,105.051021
1,0.829021,0.394131,0.116157,104.988699
2,0.849745,0.41025,0.139842,104.880674
3,0.859285,0.412224,0.145106,105.091975
4,0.84185,0.392486,0.12471,105.144207
5,0.834942,0.392157,0.119446,105.258761
6,0.837903,0.386236,0.115828,105.375095
7,0.841192,0.396105,0.161225,105.169136
8,0.882642,0.421764,0.153659,105.316334
9,0.894813,0.419461,0.161554,105.262322
10,0.911261,0.424395,0.16583,105.335921
11,0.884286,0.388867,0.138197,105.290812
12,0.901392,0.389854,0.140829,105.302683
13,0.910603,0.388867,0.139184,105.268257
14,0.935934,0.424724,0.168791,105.403585
15,0.946789,0.434264,0.177673,105.347792
16,0.954027,0.444791,0.170107,105.30565
17,0.941855,0.430975,0.146421,105.198219
18,0.938894,0.434264,0.147079,105.259354
19,0.942513,0.439857,0.145434,105.420204
0,0.983962,0.471108,0.175699,105.471249
1,0.997121,0.486899,0.192147,105.385779
2,0.994818,0.482293,0.194779,105.481933
3,0.96883,0.463213,0.178331,105.414862
4,0.970146,0.455976,0.166817,105.365598
5,0.967185,0.454331,0.176686,105.369753
6,0.998766,0.476701,0.198069,105.491429
7,1.024096,0.484267,0.205964,105.423172
8,1.032649,0.485583,0.214188,105.528229
9,1.007977,0.455647,0.192476,105.415456
10,1.012911,0.449726,0.19116,105.300902
11,1.017188,0.453015,0.19774,105.458785
12,1.048439,0.470121,0.224386,105.356695
13,1.061927,0.49611,0.227017,105.374501
14,1.068835,0.499728,0.239518,105.538913
15,1.062585,0.487556,0.226359,105.135897
16,1.056334,0.490517,0.220767,105.388746
17,1.065545,0.494794,0.215504,105.499145
18,1.070809,0.504334,0.220767,105.40774
19,1.111929,0.541835,0.268467,105.222554
0,1.117192,0.550717,0.273401,105.591738
1,1.115877,0.553678,0.284257,105.45463
2,1.088902,0.531638,0.252019,105.486088
3,1.088244,0.527032,0.261888,105.513984
4,1.093836,0.526703,0.267809,105.433856
5,1.130351,0.566837,0.297416,105.371534
6,1.143181,0.566508,0.312548,105.183974
7,1.155352,0.571771,0.306298,105.313367
8,1.139891,0.543809,0.285902,105.273599
9,1.145154,0.541506,0.287547,105.105626
10,1.147457,0.544467,0.299718,105.388746
11,1.187262,0.573087,0.326035,105.40952
12,1.20042,0.593812,0.328009,105.268851
13,1.205026,0.600062,0.339852,105.072982
14,1.191867,0.590851,0.319785,105.284876
15,1.189893,0.59743,0.316824,105.2184
16,1.196144,0.606312,0.325706,105.251638
17,1.230027,0.640524,0.351366,105.135897
18,1.253712,0.653025,0.377354,105.210684
19,1.257989,0.656644,0.389854,105.227896
0,1.244501,0.631314,0.361563,105.305057
1,1.228053,0.630985,0.357616,104.986324
2,1.234632,0.625063,0.368472,105.014814
3,1.267529,0.655328,0.391499,104.914506
4,1.283977,0.665197,0.406631,105.01244
5,1.298451,0.662894,0.416829,104.875332
6,1.283977,0.636248,0.395118,105.026092
7,1.288582,0.627037,0.401368,104.864055
8,1.300096,0.631314,0.40071,104.916286
9,1.304702,0.630985,0.403671,104.875332
10,1.337927,0.672434,0.442488,104.794016
11,1.347796,0.685921,0.448739,104.533451
12,1.358323,0.69283,0.451042,104.569064
13,1.332335,0.668157,0.431304,104.540574
14,1.333321,0.672105,0.431633,104.480032
15,1.341217,0.682632,0.439199,104.71092
16,1.387271,0.71816,0.478017,104.447981
17,1.404706,0.735924,0.489859,104.505555
18,1.393851,0.736911,0.49611,104.380911
19,1.369836,0.718818,0.469792,104.335208
0,1.369178,0.713883,0.470779,104.365478
1,1.375429,0.727042,0.474727,104.320369
2,1.404049,0.755662,0.50861,104.132216
3,1.420168,0.773755,0.516505,104.143493
4,1.42247,0.776386,0.521111,104.177919
5,1.412273,0.748753,0.510255,104.211751
6,1.415233,0.750727,0.508939,104.277634
7,1.424115,0.757635,0.514531,104.234899
8,1.452735,0.792835,0.54348,104.203441
9,1.464249,0.812901,0.546112,104.031907
10,1.466881,0.829349,0.549402,103.891238
11,1.456354,0.817178,0.53394,103.996295
12,1.457012,0.826718,0.538875,103.840193
13,1.457012,0.838889,0.535914,103.897767
14,1.491882,0.865535,0.564205,103.752349
15,1.507343,0.885273,0.590851,103.870464
16,1.524449,0.888563,0.608615,103.80458
17,1.507672,0.872773,0.589535,103.798645
18,1.483658,0.867838,0.574732,103.613459
19,1.490895,0.869154,0.579666,103.611085
0,1.491882,0.867838,0.590193,103.472196
1,1.536292,0.905669,0.611905,103.553512
2,1.540897,0.900077,0.62605,103.554105
3,1.553727,0.896458,0.623747,103.420558
4,1.531357,0.868167,0.603352,103.449642
5,1.537279,0.865864,0.599733,103.324404
6,1.543529,0.866522,0.605654,103.271579
7,1.578728,0.898103,0.630985,103.214005
8,1.594189,0.914551,0.628682,103.069181
9,1.599124,0.923104,0.632958,103.107761
10,1.58136,0.907314,0.609931,103.212818
11,1.58432,0.907643,0.599075,102.894085
12,1.58136,0.916525,0.610589,103.001517
13,1.617875,0.947447,0.631642,102.828796
14,1.63531,0.969817,0.652696,102.854318
15,1.635968,0.957974,0.651051,102.894679
16,1.617217,0.931328,0.636577,102.894085
17,1.604716,0.922117,0.622103,102.791402
18,1.607677,0.931328,0.636577,102.489883
19,1.639586,0.954685,0.661907,102.429935
0,1.659982,0.955671,0.665197,102.606217
1,1.663601,0.952711,0.670131,102.463173
2,1.652416,0.930341,0.655986,102.556359
3,1.652087,0.921788,0.651709,102.473857
4,1.666232,0.922117,0.655328,102.253653
5,1.693536,0.943829,0.677368,102.117731
6,1.707682,0.970146,0.688553,102.229911
7,1.710642,0.967843,0.706975,101.893966
8,1.719524,0.948105,0.683619,102.037603
9,1.699129,0.957316,0.684277,101.985965
10,1.70176,0.958632,0.682961,101.975281
11,1.713274,0.968501,0.688553,101.652987
12,1.756039,1.00041,0.724081,101.744986
13,1.76229,1.005674,0.737569,101.616187
14,1.771829,0.999095,0.746451,101.600755
15,1.740249,0.970804,0.71816,101.398357
16,1.733999,0.956987,0.721449,101.231572
17,1.742223,0.962251,0.729674,101.39717
18,1.780383,0.980015,0.76882,101.165095
19,1.789265,0.981331,0.779347,101.083779
0,1.798147,0.977054,0.774084,101.061225
1,1.783343,0.944158,0.758293,100.994154
2,1.783343,0.937249,0.76257,101.003058
3,1.798804,0.926723,0.76257,100.603603
4,1.827095,0.953369,0.790861,100.496765
5,1.840254,0.959619,0.798098,100.588765
6,1.850123,0.963896,0.808625,100.470649
7,1.827753,0.947447,0.790861,100.576894
8,1.830385,0.944487,0.788229,100.426134
9,1.832359,0.948434,0.795795,100.269438
10,1.864597,0.982975,0.823428,100.211271
11,1.884335,0.991528,0.845469,100.143014
12,1.889598,0.993502,0.847114,100.131143
13,1.858018,0.978041,0.829021,100.033802
14,1.856373,0.967514,0.827047,99.902629
15,1.850452,0.961593,0.836258,99.982757
16,1.881374,0.982646,0.855667,99.718037
17,1.89848,0.991199,0.87672,99.635535
18,1.907691,0.995147,0.882642,99.511484
19,1.91131,0.991528,0.871128,99.506736
0,1.898809,0.96258,0.867838,99.345292
1,1.89848,0.967843,0.87376,99.510297
2,1.908349,0.963896,0.881326,99.172571
3,1.934337,1.010608,0.910932,99.025966
4,1.947496,1.018503,0.912906,99.08354
5,1.947825,1.025741,0.914551,98.960083
6,1.925784,1.015872,0.895471,99.050895
7,1.928087,1.013898,0.898103,98.990947
8,1.934337,1.029688,0.909946,98.68824
9,1.960325,1.063242,0.949092,98.691208
10,1.981708,1.077717,0.96258,98.626512
11,1.975787,1.08002,0.96258,98.41521
12,1.943219,1.054689,0.948763,98.273353
13,1.937956,1.055018,0.945145,98.324398
14,1.937627,1.062914,0.954027,98.147522
15,1.967892,1.094823,0.983304,98.421739
16,1.989274,1.099757,0.989884,98.24427
17,1.984011,1.114232,0.996463,98.048401
18,1.963286,1.092191,0.980344,97.790803
19,1.972168,1.081664,0.98462,97.761719
0,1.96855,1.094494,0.98166,97.721358
1,1.998156,1.119824,1.015214,97.77359
2,2.011973,1.14351,1.022451,97.427555
3,2.016578,1.151405,1.027056,97.54745
4,1.995196,1.144167,1.012582,97.57594
5,1.992235,1.147457,1.008964,97.469696
6,2.000459,1.158642,1.006332,97.398471
7,2.029737,1.182656,1.033307,97.120099
8,2.040592,1.199104,1.064887,97.216253
9,2.049474,1.204039,1.077717,96.911766
10,2.051119,1.210947,1.072782,96.927792
11,2.021513,1.174432,1.042189,96.819173
12,2.012631,1.172129,1.050742,96.729548
13,2.023486,1.177722,1.054031,96.79009
14,2.055725,1.199762,1.086599,96.663665
15,2.071186,1.198117,1.088244,96.547331
16,2.072173,1.196802,1.095481,96.512311
17,2.049474,1.168511,1.076072,96.266585
18,2.055396,1.162918,1.074756,96.185269
19,2.059014,1.158971,1.080349,96.07309
0,2.089608,1.186933,1.098771,96.116418
1,2.098819,1.202065,1.116206,96.067748
2,2.099806,1.203052,1.111271,95.795905
3,2.080726,1.182656,1.087586,95.878408
4,2.085331,1.180353,1.088573,95.691442
5,2.085989,1.186275,1.085283,95.534153
6,2.118557,1.216539,1.115877,95.523469
7,2.135334,1.227066,1.147457,95.440966
8,2.142242,1.236606,1.148115,95.462928
9,2.104082,1.206342,1.119495,95.335909
10,2.101122,1.186275,1.109297,95.227291
11,2.105727,1.184959,1.116535,95.163188
12,2.13336,1.207986,1.138246,95.049228
13,2.150137,1.215224,1.155352,94.956042
14,2.15244,1.204697,1.150089,94.923397
15,2.134347,1.186933,1.140549,94.926958
16,2.138295,1.17509,1.131996,94.746521
17,2.141913,1.173116,1.134628,94.814779
18,2.163954,1.18463,1.150089,94.642651
19,2.174481,1.19746,1.158313,94.544123
0,2.186981,1.212263,1.163576,94.259222
1,2.183691,1.211276,1.169498,94.202836
2,2.156388,1.199104,1.142523,94.276435
3,2.157374,1.191209,1.141207,94.151791
4,2.164612,1.196473,1.14351,94.231326
5,2.192902,1.227066,1.179038,93.85502
6,2.198166,1.233974,1.201736,94.047328
7,2.198824,1.230356,1.191538,93.919716
8,2.169217,1.20042,1.165221,93.86511
9,2.153756,1.189564,1.165879,93.669834
10,2.157045,1.194828,1.164234,93.729189
11,2.196521,1.211605,1.195486,93.481088
12,2.195205,1.213908,1.206999,93.554687
13,2.203758,1.20996,1.197788,93.35585
14,2.178099,1.175419,1.179038,93.485836
15,2.174152,1.170813,1.180353,93.278096
16,2.185336,1.166866,1.174432,93.240109
17,2.210009,1.185617,1.204697,93.170665
18,2.217246,1.20371,1.205026,93.020498
19,2.210009,1.212921,1.204039,93.126742
0,2.186981,1.195815,1.188249,92.792578
1,2.181389,1.186933,1.186933,92.798513
2,2.18731,1.187591,1.184959,92.857867
3,2.213627,1.218184,1.213908,92.837687
4,2.219877,1.22904,1.234961,92.421613
5,2.221851,1.224763,1.232988,92.642411
6,2.201127,1.201407,1.21621,92.596709
7,2.178428,1.187262,1.203381,92.580089
8,2.176454,1.181998,1.206999,92.415084
9,2.208035,1.201078,1.228053,92.570593
10,2.214614,1.207328,1.237593,92.197848
11,2.217904,1.206013,1.239238,92.073797
12,2.223496,1.203052,1.239896,92.077952
13,2.20014,1.168182,1.207986,92.070829
14,2.200469,1.168511,1.213908,92.02572
15,2.204087,1.167195,1.208973,92.1011
16,2.23501,1.195157,1.233974,92.064894
17,2.248826,1.210947,1.242528,91.838161
18,2.248168,1.208973,1.244172,91.796613
19,2.226786,1.191538,1.218184,91.687401
0,2.233036,1.184301,1.213908,91.689775
1,2.249484,1.196473,1.218842,91.558008
2,2.286328,1.223777,1.248449,91.640511
3,2.30146,1.232001,1.257002,91.509338
4,2.311329,1.230356,1.254699,91.296256
5,2.289289,1.204039,1.234303,91.470164
6,2.290933,1.189893,1.226737,91.321185
7,2.294552,1.18792,1.224763,91.290914
8,2.335344,1.210618,1.25437,91.270734
9,2.356397,1.223119,1.252396,91.226811
10,2.366266,1.210289,1.250423,91.209005
11,2.344226,1.188249,1.235948,91.098606
12,2.34916,1.177722,1.22904,91.094451
13,2.3587,1.176077,1.225092,90.953782
14,2.384359,1.19746,1.242856,90.859408
15,2.394228,1.214566,1.249765,90.90333
16,2.391596,1.221803,1.249107,90.937756
17,2.369885,1.210947,1.228382,90.927666
18,2.367582,1.208973,1.211276,90.633862
19,2.361332,1.212921,1.208315,90.841008
