Sample,AC_RED,AC_IR,AC_GREEN,Pressure
0,0.018455,-0.11971,-0.592431,87.034024
1,0.043456,-0.088459,-0.571048,86.8156
2,0.053983,-0.075629,-0.568745,86.904632
3,0.039179,-0.078919,-0.569732,87.116526
4,0.014178,-0.096354,-0.597365,86.744968
5,0.012533,-0.095367,-0.602958,86.865458
6,0.014836,-0.092077,-0.611182,86.927186
7,0.054312,-0.068392,-0.572364,86.956863
8,0.05168,-0.064444,-0.559863,86.956863
9,0.049048,-0.063128,-0.575325,87.038179
10,0.023389,-0.108196,-0.600655,86.850619
11,0.011546,-0.114776,-0.606247,87.053017
12,0.008257,-0.115763,-0.604602,86.681459
13,0.041811,-0.10063,-0.588483,86.728943
14,0.05497,-0.096025,-0.587496,86.788891
15,0.052996,-0.105236,-0.591773,86.774646
16,0.032271,-0.135829,-0.607234,86.848245
17,0.033258,-0.148988,-0.618748,86.88089
18,0.034903,-0.159515,-0.615129,86.8708
19,0.054641,-0.139448,-0.599997,86.67315
0,0.070431,-0.124974,-0.599339,86.848245
1,0.060233,-0.121026,-0.600984,86.704014
2,0.0326,-0.143067,-0.622037,86.544351
3,0.027666,-0.144382,-0.625327,86.74022
4,0.020757,-0.142409,-0.629275,86.604892
5,0.046745,-0.120697,-0.612497,86.658905
6,0.06122,-0.104249,-0.591444,86.649408
7,0.051351,-0.104249,-0.590786,86.600738
8,0.023389,-0.140764,-0.608879,86.569873
9,0.01023,-0.156883,-0.619735,86.515267
10,0.001348,-0.160502,-0.623024,86.476687
11,-0.000954,-0.169055,-0.625327,86.659498
12,0.027008,-0.143395,-0.596707,86.547319
13,0.045101,-0.150304,-0.604931,86.422675
14,0.031613,-0.158199,-0.610524,86.533074
15,0.007599,-0.181226,-0.629604,86.360946
16,0.006283,-0.190108,-0.635854,86.610828
17,0.005625,-0.200964,-0.63717,86.477874
18,0.040166,-0.167081,-0.622695,86.473719
19,0.049377,-0.155896,-0.617103,86.255296
0,0.039508,-0.161817,-0.63059,86.313463
1,0.025034,-0.174318,-0.645723,86.233334
2,0.024047,-0.185174,-0.655263,86.311089
3,0.034903,-0.175963,-0.655263,86.390623
4,0.063523,-0.147014,-0.625985,86.390623
5,0.091484,-0.147014,-0.623024,86.319992
6,0.081945,-0.153922,-0.628288,86.35145
7,0.064838,-0.185832,-0.647368,86.271321
8,0.052667,-0.197017,-0.660526,86.33483
9,0.063523,-0.202609,-0.662171,86.160329
10,0.100038,-0.173989,-0.638486,86.180509
11,0.110235,-0.180897,-0.642104,86.504584
12,0.121091,-0.181555,-0.63388,86.169232
13,0.104972,-0.215767,-0.667105,86.146084
14,0.09938,-0.224649,-0.671382,86.34314
15,0.108591,-0.229255,-0.679606,86.183477
16,0.131618,-0.213465,-0.657565,86.412584
17,0.141487,-0.204583,-0.657237,86.324147
18,0.133592,-0.188135,-0.657565,86.146084
19,0.120762,-0.213794,-0.684212,86.18407
0,0.103327,-0.216425,-0.691449,86.179322
1,0.094774,-0.213465,-0.693751,86.171606
2,0.095432,-0.221031,-0.693751,86.362727
3,0.117802,-0.188463,-0.65921,86.101568
4,0.126355,-0.187477,-0.659539,86.356791
5,0.107933,-0.193727,-0.661184,86.401307
6,0.070431,-0.227939,-0.696712,86.103942
7,0.056943,-0.242413,-0.699344,86.275476
8,0.058588,-0.248664,-0.698686,86.246392
9,0.081287,-0.221689,-0.680922,86.268353
10,0.08655,-0.228268,-0.687501,86.038652
11,0.076023,-0.237479,-0.693094,86.416146
12,0.049048,-0.278599,-0.727306,86.280818
13,0.042798,-0.289784,-0.734214,86.152613
14,0.032929,-0.290113,-0.73224,86.111065
15,0.060233,-0.274981,-0.718095,86.179916
16,0.05793,-0.262809,-0.728622,86.055865
17,0.056285,-0.263467,-0.73224,86.305747
18,0.02306,-0.284192,-0.758557,86.175167
19,0.008915,-0.290113,-0.772374,86.106316
0,0.002006,-0.287481,-0.781914,86.109878
1,0.020757,-0.260506,-0.763821,86.275476
2,0.027008,-0.253927,-0.753623,86.152613
3,0.018126,-0.255572,-0.763821,86.182883
4,-0.014113,-0.287153,-0.784874,86.056459
5,-0.037798,-0.301956,-0.800665,85.943092
6,-0.050299,-0.302614,-0.800994,86.103942
7,-0.026942,-0.288139,-0.793427,86.258263
8,-0.015758,-0.282876,-0.788493,86.064768
9,-0.020692,-0.283534,-0.785203,85.928847
10,-0.0276,-0.284521,-0.813165,86.090291
11,-0.053259,-0.324325,-0.8181,86.122935
12,-0.062799,-0.32597,-0.823034,85.963866
13,-0.067734,-0.327944,-0.826324,85.995324
14,-0.042075,-0.299653,-0.80856,86.146677
15,-0.051615,-0.28485,-0.799678,86.10691
16,-0.057536,-0.280902,-0.805928,86.085542
17,-0.094709,-0.305246,-0.832574,86.197722
18,-0.102604,-0.301627,-0.837509,85.91935
19,-0.104578,-0.298666,-0.846062,85.941905
0,-0.086156,-0.266099,-0.806915,86.32474
1,-0.082537,-0.254256,-0.804941,85.873647
2,-0.09109,-0.257217,-0.802638,86.035091
3,-0.131553,-0.285508,-0.835864,86.072484
4,-0.143395,-0.291758,-0.831258,86.232147
5,-0.153593,-0.283534,-0.835206,86.10691
6,-0.131553,-0.261493,-0.808231,85.838628
7,-0.12925,-0.248993,-0.797704,85.972769
8,-0.124974,-0.250638,-0.81152,85.992356
9,-0.162804,-0.276955,-0.825995,85.968021
10,-0.166094,-0.277613,-0.832903,85.972176
11,-0.173002,-0.272678,-0.837838,85.871867
12,-0.149975,-0.251624,-0.810534,86.159735
13,-0.148988,-0.222347,-0.809876,86.058239
14,-0.153593,-0.215438,-0.808889,85.951402
15,-0.173002,-0.230242,-0.83389,86.284379
16,-0.192082,-0.2309,-0.835535,85.848719
17,-0.194714,-0.224321,-0.835535,85.99473
18,-0.18945,-0.201951,-0.822047,85.873054
19,-0.163133,-0.187477,-0.795401,86.003633
0,-0.161488,-0.184187,-0.792769,85.881957
1,-0.172673,-0.186161,-0.790467,85.792926
2,-0.200964,-0.213794,-0.816126,85.900357
3,-0.216425,-0.226952,-0.821718,86.004227
4,-0.213794,-0.223663,-0.809876,85.978705
5,-0.182871,-0.201951,-0.774677,85.871273
6,-0.174647,-0.205899,-0.765137,85.912228
7,-0.175634,-0.211162,-0.754939,85.738913
8,-0.204912,-0.24044,-0.766123,85.740694
9,-0.20557,-0.254256,-0.763492,85.912228
10,-0.207543,-0.257546,-0.749346,85.778087
11,-0.171028,-0.223334,-0.705594,85.7953
12,-0.17037,-0.219057,-0.692436,85.753158
13,-0.172673,-0.215438,-0.677303,85.82557
14,-0.18945,-0.224978,-0.675987,85.860589
15,-0.200964,-0.227281,-0.673027,85.661753
16,-0.196688,-0.22761,-0.650657,85.800048
17,-0.163462,-0.197017,-0.604931,85.702114
18,-0.156883,-0.195701,-0.577956,85.877209
19,-0.159844,-0.199319,-0.566443,85.842783
0,-0.181884,-0.227281,-0.582562,85.873054
1,-0.19899,-0.239782,-0.579601,85.786397
2,-0.192082,-0.245374,-0.571706,85.82379
3,-0.168397,-0.217741,-0.547034,85.878989
4,-0.156883,-0.222347,-0.53881,85.819041
5,-0.141751,-0.217083,-0.528941,85.693804
6,-0.164778,-0.252282,-0.550323,85.705081
7,-0.177608,-0.261164,-0.561179,85.727636
8,-0.174976,-0.265441,-0.556903,85.60596
9,-0.169055,-0.241098,-0.54177,85.642759
10,-0.141093,-0.236163,-0.540783,85.889673
11,-0.140106,-0.218399,-0.542757,85.744849
12,-0.141422,-0.214781,-0.55131,85.88908
13,-0.16741,-0.24044,-0.574996,85.84219
14,-0.168726,-0.237479,-0.586838,85.56085
15,-0.173331,-0.23715,-0.591444,85.655817
16,-0.143724,-0.210175,-0.555258,85.509806
17,-0.131553,-0.207872,-0.558547,85.626734
18,-0.130237,-0.210833,-0.558876,85.649288
19,-0.17695,-0.245374,-0.600326,85.651069
0,-0.185503,-0.245703,-0.605918,85.700333
1,-0.179252,-0.254256,-0.608879,85.646914
2,-0.160173,-0.231229,-0.59276,85.669469
3,-0.139448,-0.234518,-0.597036,85.557883
4,-0.138132,-0.242085,-0.599339,85.501496
5,-0.174318,-0.266428,-0.627959,85.70983
6,-0.172344,-0.273994,-0.649012,85.369136
7,-0.17037,-0.283863,-0.645065,85.715765
8,-0.152277,-0.258862,-0.631577,85.531173
9,-0.145369,-0.247677,-0.629933,85.655817
10,-0.146027,-0.243071,-0.642104,85.64454
11,-0.164778,-0.258204,-0.676316,85.445703
12,-0.182542,-0.263796,-0.682567,85.565005
13,-0.182871,-0.254585,-0.693094,85.448671
14,-0.161488,-0.229584,-0.674343,85.388129
15,-0.144053,-0.209188,-0.664145,85.502683
16,-0.152606,-0.220373,-0.666776,85.405936
17,-0.180239,-0.247019,-0.683554,85.567379
18,-0.19603,-0.257546,-0.701976,85.381007
19,-0.19899,-0.268731,-0.718424,85.489032
0,-0.198332,-0.260506,-0.705265,85.538296
1,-0.169384,-0.2434,-0.690133,85.694397
2,-0.167739,-0.242085,-0.697699,85.908666
3,-0.159515,-0.246032,-0.708884,85.265266
4,-0.191753,-0.279915,-0.749017,85.430864
5,-0.189779,-0.280902,-0.75132,85.556102
6,-0.193727,-0.28781,-0.753623,85.518709
7,-0.169713,-0.251296,-0.746715,85.546012
8,-0.159515,-0.242742,-0.747701,85.547199
9,-0.161488,-0.231558,-0.750004,85.517522
10,-0.189121,-0.261164,-0.784545,85.509806
11,-0.195701,-0.25623,-0.801652,85.429677
12,-0.201951,-0.254256,-0.80856,85.377446
13,-0.176621,-0.218728,-0.777966,85.360233
14,-0.168068,-0.200635,-0.775005,85.540076
15,-0.172015,-0.21807,-0.770071,85.410684
16,-0.208859,-0.242742,-0.806586,85.586373
17,-0.221031,-0.254914,-0.819087,85.362013
18,-0.217741,-0.256888,-0.82764,85.319872
19,-0.198332,-0.23386,-0.807244,85.290788
0,-0.181555,-0.2309,-0.804283,85.242711
1,-0.181226,-0.232216,-0.807573,85.433239
2,-0.203596,-0.255901,-0.826324,85.240337
3,-0.215767,-0.263796,-0.829613,85.20057
4,-0.207543,-0.264125,-0.839482,85.414245
5,-0.185174,-0.249651,-0.821718,85.430271
6,-0.175305,-0.231558,-0.813823,85.263485
7,-0.184187,-0.224649,-0.808231,85.15368
8,-0.209517,-0.236821,-0.833561,85.308595
9,-0.211162,-0.240111,-0.839482,85.373884
10,-0.213794,-0.229255,-0.844746,85.088984
11,-0.217083,-0.22761,-0.845733,85.105603
12,-0.187806,-0.190766,-0.79902,85.359046
13,-0.182542,-0.175963,-0.796717,84.99461
14,-0.182871,-0.176621,-0.802638,85.248647
15,-0.219057,-0.216754,-0.826982,85.387536
16,-0.232874,-0.220702,-0.828955,85.037345
17,-0.225636,-0.214123,-0.82435,85.057526
18,-0.200964,-0.184516,-0.797375,85.024287
19,-0.191424,-0.17695,-0.787835,85.191667
0,-0.187477,-0.174318,-0.783559,85.214221
1,-0.219057,-0.20853,-0.796059,85.087797
2,-0.219715,-0.209188,-0.792441,85.084235
3,-0.216754,-0.204912,-0.784545,85.083642
4,-0.187148,-0.175963,-0.756584,84.989862
5,-0.177937,-0.153922,-0.746386,84.990455
6,-0.176621,-0.150304,-0.739806,84.894895
7,-0.203925,-0.164449,-0.750991,84.962559
8,-0.217083,-0.156883,-0.75757,85.294943
9,-0.216096,-0.153264,-0.744412,84.995797
10,-0.185503,-0.123658,-0.71645,84.929321
11,-0.177608,-0.114118,-0.690791,84.865811
12,-0.178595,-0.119381,-0.679935,85.022507
13,-0.206556,-0.137803,-0.699673,85.217189
14,-0.216754,-0.152277,-0.703291,85.277137
15,-0.220702,-0.163133,-0.694409,84.91923
16,-0.19274,-0.137474,-0.668421,84.991643
17,-0.186161,-0.141422,-0.657894,84.967307
18,-0.17695,-0.140764,-0.658223,84.961965
19,-0.176621,-0.188792,-0.680593,84.893114
0,-0.205241,-0.177608,-0.686514,84.98452
1,-0.206885,-0.191095,-0.680922,84.979772
2,-0.200635,-0.191424,-0.680593,84.812986
3,-0.173002,-0.162146,-0.658223,85.112725
4,-0.171686,-0.153593,-0.659868,84.904392
5,-0.176621,-0.143724,-0.651644,84.7566
6,-0.209188,-0.171357,-0.676974,84.900831
7,-0.207872,-0.174647,-0.690791,84.869373
8,-0.211162,-0.169384,-0.692436,84.817734
9,-0.191095,-0.144053,-0.650328,84.840289
10,-0.186161,-0.139777,-0.640459,84.776186
11,-0.19274,-0.136487,-0.645394,84.853347
12,-0.228926,-0.178595,-0.669737,84.907359
13,-0.244387,-0.184516,-0.683225,84.849192
14,-0.248006,-0.195043,-0.680593,84.71149
15,-0.223005,-0.169055,-0.657565,84.804083
16,-0.216096,-0.172673,-0.644407,84.81358
17,-0.211491,-0.182871,-0.651973,84.808238
18,-0.23715,-0.206228,-0.677632,84.642046
19,-0.242085,-0.223005,-0.680922,84.81358
0,-0.246361,-0.228268,-0.685527,84.81536
1,-0.215767,-0.21182,-0.664474,84.720393
2,-0.207543,-0.19899,-0.657565,84.767877
3,-0.207872,-0.194056,-0.657565,84.789244
4,-0.222676,-0.212807,-0.686843,84.572008
5,-0.243071,-0.21511,-0.690791,84.784496
6,-0.239453,-0.216096,-0.694738,84.75838
7,-0.217083,-0.190108,-0.673685,84.671129
8,-0.192082,-0.178266,-0.661513,84.643233
9,-0.197345,-0.180239,-0.647368,84.646794
10,-0.197345,-0.178266,-0.651973,84.649168
11,-0.232545,-0.213136,-0.68454,84.849786
12,-0.241098,-0.225965,-0.694738,84.659259
13,-0.240769,-0.22761,-0.690133,84.776186
14,-0.206556,-0.205241,-0.663158,84.785683
15,-0.194385,-0.204583,-0.654605,84.562511
16,-0.185174,-0.202609,-0.653618,84.905579
17,-0.216096,-0.231887,-0.67829,84.845631
18,-0.21511,-0.247677,-0.674672,84.731077
19,-0.210504,-0.24669,-0.672369,84.640859
0,-0.178924,-0.220702,-0.646052,84.491879
1,-0.171028,-0.210175,-0.639144,84.666975
2,-0.169713,-0.200635,-0.625985,84.495441
3,-0.188463,-0.224649,-0.65296,84.549453
4,-0.191424,-0.226952,-0.64671,84.436086
5,-0.195043,-0.214123,-0.641446,84.574382
6,-0.158857,-0.190437,-0.610524,84.634923
7,-0.152606,-0.171028,-0.590128,84.761941
8,-0.151291,-0.184187,-0.586838,84.623052
9,-0.170699,-0.210175,-0.610524,84.876495
10,-0.183529,-0.224649,-0.616445,84.725735
11,-0.184187,-0.222676,-0.61184,84.760754
12,-0.153922,-0.208859,-0.588812,84.694871
13,-0.141093,-0.204912,-0.588154,84.535208
14,-0.134513,-0.204254,-0.581575,84.590408
15,-0.153264,-0.229255,-0.60526,84.550047
16,-0.15458,-0.244716,-0.614471,84.785683
17,-0.151291,-0.245374,-0.61809,84.683
18,-0.149975,-0.225965,-0.589141,84.437273
19,-0.11642,-0.214781,-0.593089,84.539363
0,-0.116749,-0.208201,-0.599997,84.514434
1,-0.11642,-0.195043,-0.597365,84.55064
2,-0.142738,-0.223992,-0.625656,84.47348
3,-0.139777,-0.224321,-0.638157,84.393351
4,-0.137145,-0.213136,-0.636841,84.425403
5,-0.106552,-0.173989,-0.599668,84.435493
6,-0.094709,-0.175305,-0.598681,84.437273
7,-0.089445,-0.183858,-0.592102,84.685374
8,-0.127605,-0.21511,-0.633551,84.333997
9,-0.136158,-0.216425,-0.639801,84.388603
10,-0.14208,-0.21511,-0.635525,84.450925
11,-0.107867,-0.193398,-0.619406,84.341713
12,-0.09438,-0.186819,-0.617761,84.266927
13,-0.095367,-0.184187,-0.619735,84.205792
14,-0.112802,-0.215767,-0.645394,84.279391
15,-0.119381,-0.22136,-0.651315,84.358926
16,-0.111815,-0.226952,-0.655921,83.993897
17,-0.091748,-0.204254,-0.636183,84.322126
18,-0.078261,-0.189121,-0.624998,84.008142
19,-0.077274,-0.177937,-0.63059,84.081741
0,-0.106223,-0.19603,-0.659868,84.104296
1,-0.112473,-0.196688,-0.669408,84.188579
2,-0.116092,-0.190108,-0.667434,84.14525
3,-0.087801,-0.163791,-0.644736,84.094799
4,-0.068063,-0.138461,-0.626643,84.008142
5,-0.07201,-0.152935,-0.626314,84.134567
6,-0.095367,-0.173989,-0.655592,84.052658
7,-0.115763,-0.183529,-0.667105,83.926233
8,-0.119052,-0.198332,-0.667434,84.118541
9,-0.114447,-0.196359,-0.665132,83.933949
10,-0.084182,-0.173989,-0.636183,84.138128
11,-0.072997,-0.173331,-0.641117,83.886466
12,-0.074971,-0.176621,-0.636183,84.005174
13,-0.105894,-0.213794,-0.66579,83.767163
14,-0.101288,-0.211162,-0.660526,84.02298
15,-0.104249,-0.215767,-0.660526,83.953536
16,-0.069379,-0.189779,-0.637828,83.87044
17,-0.074313,-0.181555,-0.630262,83.784376
18,-0.076945,-0.177608,-0.634867,83.637771
19,-0.097341,-0.19274,-0.65625,84.020013
0,-0.102604,-0.192082,-0.661513,83.60572
1,-0.107209,-0.195372,-0.657237,83.58732
2,-0.069708,-0.164778,-0.625985,83.749357
3,-0.069708,-0.158528,-0.609537,83.634803
4,-0.073326,-0.162146,-0.601971,83.640739
5,-0.103262,-0.19274,-0.628288,83.609875
6,-0.120368,-0.205899,-0.642104,83.584352
7,-0.116749,-0.20853,-0.636841,83.362961
8,-0.09767,-0.17991,-0.612826,83.463269
9,-0.080563,-0.181555,-0.601642,83.424689
10,-0.073984,-0.186819,-0.610524,83.582572
11,-0.097999,-0.209188,-0.629275,83.355245
12,-0.109841,-0.231229,-0.637499,83.497101
13,-0.103262,-0.234189,-0.644407,83.313103
14,-0.077274,-0.214123,-0.627301,83.521437
15,-0.066089,-0.201622,-0.620393,83.549333
16,-0.074971,-0.185832,-0.615458,82.966474
17,-0.106881,-0.207872,-0.643749,83.411038
18,-0.103591,-0.206556,-0.653289,83.322006
19,-0.107209,-0.217412,-0.651973,83.311322
0,-0.096683,-0.215767,-0.650328,83.336845
1,-0.064444,-0.17991,-0.621708,83.328535
2,-0.063457,-0.176621,-0.611182,83.148098
3,-0.068063,-0.199319,-0.614471,83.333877
4,-0.099972,-0.236492,-0.647039,83.294703
5,-0.111815,-0.252611,-0.650328,83.442495
6,-0.108196,-0.252282,-0.645065,83.132072
7,-0.070366,-0.244058,-0.619406,83.19024
8,-0.064773,-0.244058,-0.621379,83.184304
9,-0.055233,-0.268731,-0.619735,83.053725
10,-0.085827,-0.297679,-0.636183,83.126731
11,-0.082537,-0.314785,-0.645394,83.095273
12,-0.085169,-0.325312,-0.635525,83.17362
13,-0.053917,-0.314785,-0.609537,83.073312
14,-0.053259,-0.309851,-0.603615,83.137414
15,-0.053259,-0.302943,-0.606576,83.164717
16,-0.069708,-0.33255,-0.61809,83.208046
17,-0.078919,-0.333865,-0.63059,83.021673
18,-0.079906,-0.332878,-0.626314,83.084589
19,-0.051286,-0.307548,-0.595062,83.075092
0,-0.041746,-0.301956,-0.565127,83.226446
1,-0.035824,-0.308535,-0.566443,83.025828
2,-0.06576,-0.323667,-0.592102,83.141569
3,-0.075629,-0.347024,-0.599997,83.131479
4,-0.077932,-0.349327,-0.599997,83.054912
5,-0.060826,-0.328931,-0.578943,83.069157
6,-0.046022,-0.317088,-0.570061,83.019299
7,-0.042733,-0.325641,-0.573351,82.664361
8,-0.038785,-0.330247,-0.591444,82.843017
9,-0.061155,-0.35788,-0.595391,83.005054
10,-0.058852,-0.355248,-0.598352,83.184898
11,-0.062141,-0.35788,-0.603615,82.981313
12,-0.031877,-0.325312,-0.581246,82.837675
13,-0.031548,-0.312812,-0.580259,82.837675
14,-0.026613,-0.300311,-0.58322,83.034138
15,-0.063786,-0.321036,-0.605918,82.616284
16,-0.065431,-0.319391,-0.616445,82.844798
17,-0.061484,-0.307219,-0.623024,82.768824
18,-0.028258,-0.277284,-0.58947,82.698193
19,-0.02135,-0.26248,-0.579601,82.844798
0,-0.035166,-0.264454,-0.571377,82.862604
1,-0.066747,-0.290113,-0.612169,82.750424
2,-0.086485,-0.289784,-0.620722,82.657832
3,-0.088788,-0.292416,-0.622695,82.837675
4,-0.061484,-0.256559,-0.596707,82.79494
5,-0.04997,-0.260506,-0.593418,82.840643
6,-0.051615,-0.247348,-0.598352,82.653677
7,-0.075629,-0.274981,-0.621708,82.745082
8,-0.074642,-0.28485,-0.629275,82.770605
9,-0.074642,-0.285179,-0.628288,82.778321
10,-0.051944,-0.25294,-0.619406,82.700567
11,-0.048325,-0.231229,-0.61809,82.606193
12,-0.047338,-0.222018,-0.6148,82.848359
13,-0.070695,-0.239782,-0.640788,83.043635
14,-0.072339,-0.240111,-0.653947,82.825211
15,-0.077274,-0.224321,-0.653289,82.688102
16,-0.047338,-0.205899,-0.639801,82.774166
17,-0.030232,-0.183858,-0.616116,82.983093
18,-0.038127,-0.182542,-0.613813,82.924332
19,-0.037469,-0.178924,-0.613155,82.827585
0,-0.072668,-0.208859,-0.653947,82.810372
1,-0.081879,-0.210833,-0.651315,82.840049
2,-0.076287,-0.207543,-0.654605,82.775947
3,-0.048325,-0.188135,-0.635525,82.78663
4,-0.041088,-0.186819,-0.632235,82.980125
5,-0.036811,-0.191753,-0.641775,82.725496
6,-0.057207,-0.212149,-0.671382,82.987842
7,-0.064773,-0.223005,-0.676645,82.739147
8,-0.055562,-0.219386,-0.674672,82.767044
9,-0.030561,-0.192082,-0.65921,82.694038
10,-0.023982,-0.177279,-0.654605,82.490453
11,-0.017731,-0.163133,-0.663487,82.710063
12,-0.041417,-0.187477,-0.693094,82.764076
13,-0.04372,-0.18945,-0.697041,82.726089
14,-0.048325,-0.184845,-0.703291,82.605006
15,-0.016745,-0.15162,-0.68454,82.732025
16,-0.001612,-0.140435,-0.659868,82.572955
17,-0.00227,-0.141422,-0.673027,82.574736
18,-0.03418,-0.159844,-0.696054,82.311203
19,-0.043062,-0.175634,-0.704936,82.62578
0,-0.038127,-0.178595,-0.708226,82.59729
1,-0.014771,-0.15458,-0.693094,82.438814
2,0.001677,-0.148988,-0.683883,82.472646
3,0.012204,-0.141751,-0.679277,82.452466
4,-0.01181,-0.177279,-0.700331,82.529626
5,-0.016745,-0.189779,-0.719411,82.469679
6,-0.008849,-0.187477,-0.720726,82.456027
7,0.011546,-0.163462,-0.695396,82.579484
8,0.022073,-0.151291,-0.686514,82.545652
9,0.021744,-0.146356,-0.698357,82.526659
10,0.016152,-0.134513,-0.692107,82.534375
11,-0.003915,-0.158199,-0.720069,82.495201
12,-0.007863,-0.153922,-0.722371,82.513007
13,-0.004902,-0.153593,-0.721384,82.55871
14,0.024705,-0.11642,-0.689146,82.635277
15,0.028323,-0.109841,-0.679606,82.630529
16,0.019441,-0.099314,-0.68454,82.607974
17,-0.007205,-0.134184,-0.70362,82.490453
18,-0.016745,-0.137803,-0.715792,82.514788
19,-0.023653,-0.131553,-0.713818,82.760515
0,0.008915,-0.113789,-0.68454,82.695225
1,0.026021,-0.107538,-0.679277,82.726089
2,0.019112,-0.099972,-0.683883,82.656051
3,0.001348,-0.12925,-0.70362,82.73796
4,-0.002928,-0.131553,-0.714805,82.752205
5,3.26E-05,-0.137474,-0.709542,82.781289
6,0.021415,-0.102933,-0.682238,82.582452
7,0.02306,-0.090761,-0.673027,82.685728
8,0.022402,-0.073326,-0.685856,82.793753
9,0.006612,-0.090761,-0.708884,82.839456
10,-0.00556,-0.088788,-0.707239,82.913649
11,-0.000625,-0.092735,-0.705923,82.786037
12,0.019441,-0.058194,-0.688159,82.966474
13,0.034574,-0.04668,-0.661842,82.819869
14,0.035561,-0.048983,-0.662171,83.071531
15,0.005625,-0.072997,-0.67829,83.06975
16,-0.004902,-0.085169,-0.701318,82.76645
17,-0.008849,-0.08484,-0.701976,82.902371
18,-0.007863,-0.074313,-0.670066,83.032951
19,0.031942,-0.06905,-0.667434,82.944513
0,0.028323,-0.06905,-0.664803,83.012177
1,0.02635,-0.077603,-0.667434,83.03948
2,0.002006,-0.108196,-0.692436,82.919584
3,-0.000625,-0.117407,-0.698686,83.024048
4,0.001677,-0.11642,-0.689146,82.894655
5,0.031613,-0.082208,-0.673356,83.161156
6,0.04214,-0.075629,-0.665461,83.349903
7,0.032271,-0.076616,-0.669079,83.401541
8,0.009902,-0.095696,-0.688159,83.462676
9,0.00727,-0.092406,-0.689475,83.219323
10,0.008257,-0.089445,-0.686185,83.380173
11,0.038192,-0.05951,-0.655921,83.362961
12,0.044114,-0.043062,-0.646381,83.290548
13,0.039837,-0.064115,-0.650657,83.310729
14,0.009244,-0.084511,-0.667763,83.39976
15,-0.006547,-0.10063,-0.673027,83.462676
16,-0.00556,-0.106223,-0.68158,83.517282
17,0.017139,-0.082866,-0.649341,83.481076
18,0.037863,-0.080563,-0.64967,83.506598
19,0.036548,-0.088459,-0.648354,83.634803
0,0.008586,-0.116092,-0.666119,83.541617
1,0.011546,-0.122342,-0.676316,83.86213
2,0.005296,-0.126947,-0.668421,83.936323
3,0.034903,-0.107867,-0.655263,83.975497
4,0.033258,-0.091748,-0.639144,83.519062
5,0.036877,-0.089116,-0.639144,83.859756
6,0.011875,-0.100301,-0.663487,84.164244
7,0.009902,-0.108196,-0.669737,84.278204
8,0.005625,-0.099972,-0.672698,84.119134
9,0.009902,-0.101617,-0.64013,84.122696
10,0.039508,-0.070037,-0.628617,84.225972
11,0.039179,-0.070366,-0.625985,84.001613
12,0.031613,-0.076616,-0.622366,84.295417
13,-0.000954,-0.102933,-0.652302,84.217663
14,-0.007863,-0.117736,-0.660197,84.385042
15,-0.001941,-0.115434,-0.655263,84.429557
16,0.021415,-0.096683,-0.622366,84.421248
17,0.036548,-0.098985,-0.622695,84.506124
18,0.027666,-0.102933,-0.619735,84.42837
19,0.008257,-0.136487,-0.642433,84.658071
0,0.006612,-0.138461,-0.648026,84.529866
1,0.007599,-0.148001,-0.647039,84.761348
2,0.037205,-0.119052,-0.626314,84.728703
3,0.033587,-0.112144,-0.61809,84.817141
4,0.03589,-0.102275,-0.621708,84.633143
5,0.009244,-0.123658,-0.641117,84.848599
6,0.006283,-0.127276,-0.645723,84.962559
7,0.006941,-0.125631,-0.649999,84.96434
8,0.027995,-0.091419,-0.61809,85.077706
9,0.038521,-0.086156,-0.604931,85.065835
10,0.040166,-0.089774,-0.603615,85.240931
11,0.006941,-0.115763,-0.623024,85.218376
12,-0.007534,-0.123329,-0.638486,85.566786
13,-0.004902,-0.129579,-0.634867,85.497935
14,0.021415,-0.106552,-0.614142,85.54067
15,0.034574,-0.10063,-0.599668,85.490812
16,0.041811,-0.107867,-0.6023,85.341833
17,0.014178,-0.130566,-0.61809,85.450451
18,0.008586,-0.141751,-0.628617,85.613082
19,0.007928,-0.15458,-0.633222,85.669469
0,0.017139,-0.148988,-0.630262,86.115219
1,0.050364,-0.117078,-0.603286,85.708642
2,0.04839,-0.104249,-0.596707,85.942498
3,0.053325,-0.106223,-0.60526,86.036278
4,0.031284,-0.120697,-0.628946,86.166264
5,0.0326,-0.123658,-0.635854,86.263605
6,0.0326,-0.123,-0.632235,86.423862
7,0.068128,-0.083853,-0.593747,86.364507
8,0.075036,-0.085827,-0.583549,86.498055
9,0.075036,-0.092077,-0.582233,86.272508
10,0.051022,-0.124316,-0.610195,86.444636
11,0.047074,-0.133527,-0.623353,86.641692
12,0.048719,-0.133527,-0.622366,86.389436
13,0.081616,-0.115434,-0.597036,86.629228
14,0.095432,-0.110828,-0.591444,86.850619
15,0.098393,-0.124645,-0.588154,87.008502
16,0.080629,-0.156225,-0.608221,86.939057
17,0.077997,-0.167739,-0.617761,87.009689
18,0.076681,-0.167081,-0.623682,86.904038
19,0.106617,-0.148659,-0.599339,87.091598
0,0.120104,-0.136816,-0.597036,87.199029
1,0.109577,-0.126618,-0.599339,87.253041
2,0.088853,-0.149646,-0.617432,87.505297
3,0.086221,-0.150633,-0.619077,87.378279
4,0.078655,-0.148001,-0.633222,87.068449
5,0.105959,-0.129579,-0.604931,87.518355
